customer_identifier,total_transactions,average_spend,item_in_basket,treatment,total_transactions_post,average_spend_post
4006649,28,78.21,14,0,27,78.21
4071460,32,70.11,9,0,31,70.11
5147133,26,63.66,16,0,26,63.66
4913950,26,78.06,20,0,26,78.06
4162036,22,82.34,17,0,22,82.34
4926102,27,73.7,15,0,26,73.7
4070199,32,86.28,24,0,31,86.28
3009931,31,73.88,14,0,30,73.88
5150853,31,70.1,21,0,30,70.1
4304591,31,76.73,15,0,30,76.73
3114334,28,76.67,18,0,27,76.67
4221494,23,74.56,15,0,23,74.56
3195817,29,68.85,12,0,28,68.85
4532935,37,74.65,12,0,36,74.65
4738285,30,70.96,19,0,29,70.96
3908467,34,71.64,15,0,33,71.64
5444853,27,88.75,25,0,26,88.75
4649718,29,66.71,19,0,28,66.71
3348140,35,71.03,21,0,34,71.03
4823865,24,71.76,19,0,24,71.76
4126085,40,76.99,21,0,39,76.99
4340539,32,79.04,18,0,31,79.04
4706378,40,61.87,17,0,39,61.87
4495065,32,83.13,7,0,31,83.13
3917273,30,80.97,14,0,29,80.97
3395954,25,64.01,20,0,25,64.01
3560774,27,84.46,23,0,26,84.46
3528095,45,68.63,14,0,44,68.63
4735940,40,81.6,14,0,39,81.6
5040162,34,75.23,19,0,33,75.23
4488244,32,75.55,14,0,31,75.55
4288461,27,71.24,18,0,26,71.24
3895209,35,71.6,19,0,34,71.6
3393802,21,69.04,11,0,21,69.04
3625236,29,75.83,22,0,28,75.83
3064572,35,83.33,18,0,34,83.33
4706921,25,73.04,15,0,25,73.04
3140789,32,73.79,27,0,31,73.79
4267432,23,80.33,17,0,23,80.33
5247324,30,69.04,17,0,29,69.04
3607955,40,78.78,18,0,39,78.78
3518736,26,71.81,13,0,26,71.81
3235101,40,85.34,10,0,39,85.34
3783042,24,75.44,13,0,24,75.44
3434103,26,74.82,15,0,26,74.82
5118900,25,67.94,16,0,25,67.94
4190910,29,76.75,16,0,28,76.75
5041804,21,79.52,19,0,21,79.52
4774717,28,75.93,22,0,27,75.93
4221364,37,63.06,14,0,36,63.06
5327716,34,74.62,14,0,33,74.62
4736467,33,77.79,16,0,32,77.79
4618167,34,63.74,15,0,33,63.74
3383022,29,81.88,17,0,28,81.88
3655151,30,75.33,19,0,29,75.33
5254853,34,67.27,13,0,33,67.27
3203142,30,95.14,17,0,29,95.14
5097323,26,76.49,14,0,26,76.49
3678227,26,76.92,10,0,26,76.92
3489145,31,75.33,10,0,30,75.33
4185348,25,81.09,15,0,25,81.09
3246235,30,74.15,14,0,29,74.15
3113814,31,87.55,19,0,30,87.55
4649700,27,75.49,9,0,26,75.49
5370585,35,77.78,14,0,34,77.78
3427899,29,66.79,15,0,28,66.79
5262105,26,77.57,17,0,26,77.57
4181922,26,80.71,14,0,26,80.71
3341778,34,83.74,18,0,33,83.74
5250671,27,70.32,24,0,26,70.32
5193998,21,62.6,15,0,21,62.6
4049420,24,66.55,12,0,24,66.55
3078643,26,75.85,12,0,26,75.85
4734607,27,82.25,18,0,26,82.25
4991597,35,81.34,24,0,34,81.34
4976422,29,66.51,19,0,28,66.51
4502078,23,77.51,15,0,23,77.51
5277214,30,83.2,13,0,29,83.2
4088233,37,73.12,18,0,36,73.12
5365058,27,72.51,17,0,26,72.51
4138410,26,79.55,12,0,26,79.55
5332754,29,78.14,18,0,28,78.14
3537152,34,61.4,12,0,33,61.4
4252977,30,74,19,0,29,74
5002595,31,73.61,20,0,30,73.61
3618415,32,69.03,18,0,31,69.03
3888016,31,82.23,18,0,30,82.23
3746575,24,70.12,17,0,24,70.12
3554911,26,65.09,17,0,26,65.09
4148137,33,83.96,13,0,32,83.96
4798954,30,80.37,18,0,29,80.37
5128465,30,64.27,18,0,29,64.27
5108721,24,76.22,24,0,24,76.22
5459655,36,68.75,16,0,35,68.75
3971736,28,69.49,21,0,27,69.49
4982249,30,83.08,18,0,29,83.08
4070886,37,83.33,17,0,36,83.33
4099698,30,81.06,12,0,29,81.06
3726366,32,85.32,13,0,31,85.32
3936245,25,74.24,17,0,25,74.24
4618761,33,81.55,18,0,32,81.55
3030155,24,83.11,16,0,24,83.11
4923470,21,72.52,14,0,21,72.52
4916660,32,82.76,18,0,31,82.76
3877385,25,70.82,12,0,25,70.82
3357775,35,66.42,10,0,34,66.42
5282845,33,65.87,20,0,32,65.87
5128019,22,68.92,18,0,22,68.92
4286901,26,73.97,9,0,26,73.97
5388352,40,80.21,16,0,39,80.21
5144607,36,87.57,16,0,35,87.57
4282655,29,92.09,21,0,28,92.09
4252261,33,78.44,19,0,32,78.44
5480885,32,75.11,12,0,31,75.11
3358759,32,73.16,16,0,31,73.16
3837533,34,78.51,8,0,33,78.51
3768334,28,66.26,11,0,27,66.26
4675758,28,81.14,26,0,27,81.14
5352903,25,71.63,10,0,25,71.63
4400492,34,69.29,17,0,33,69.29
3559860,40,78.5,13,0,39,78.5
3106268,32,63.84,19,0,31,63.84
3559668,29,78.04,17,0,28,78.04
3687781,35,75.79,21,0,34,75.79
4031456,31,66.97,16,0,30,66.97
5215264,36,75.87,17,0,35,75.87
4329562,25,68.74,15,0,25,68.74
4324321,36,73.64,18,0,35,73.64
4073884,24,74.9,14,0,24,74.9
3507441,32,64.49,25,0,31,64.49
3424220,38,68.15,13,0,37,68.15
4023400,28,68.45,23,0,27,68.45
5076949,32,73.23,20,0,31,73.23
3052144,38,79.3,14,0,37,79.3
3971481,29,71.36,11,0,28,71.36
3921966,29,75.14,16,0,28,75.14
4853098,31,70.56,9,0,30,70.56
4244507,29,75.78,17,0,28,75.78
3154668,28,81.02,19,0,27,81.02
4428326,22,72.57,22,0,22,72.57
4277518,25,71.5,18,0,25,71.5
4215672,33,77.64,17,0,32,77.64
3269230,27,75.09,23,0,26,75.09
4632023,42,79.94,13,0,41,79.94
5268982,40,74.36,21,0,39,74.36
4980364,33,72.71,17,0,32,72.71
3059866,48,71.55,16,0,47,71.55
3932162,34,77.18,17,0,33,77.18
5101122,30,85.74,20,0,29,85.74
4760550,26,77.73,15,0,26,77.73
3547701,34,79.73,27,0,33,79.73
4701633,38,79.95,18,0,37,79.95
4920523,31,60.45,18,0,30,60.45
3513150,27,75.09,23,0,26,75.09
5027894,35,58,15,0,34,58
4286909,29,84.07,18,0,28,84.07
3389957,29,75.89,16,0,28,75.89
3683801,35,83.66,18,0,34,83.66
4653028,33,65.81,16,0,32,65.81
4359603,33,70.49,16,0,32,70.49
3151844,28,82.08,18,0,27,82.08
4059206,38,70.5,14,0,37,70.5
4253451,28,76.85,13,0,27,76.85
3094009,29,64.64,13,0,28,64.64
3409115,24,68.28,22,0,24,68.28
4290975,19,84.73,17,0,19,84.73
3795778,30,84.18,18,0,29,84.18
4549067,32,78.2,19,0,31,78.2
5394191,28,86.78,12,0,27,86.78
3481461,33,79.03,13,0,32,79.03
3347186,26,69.15,14,0,26,69.15
4838752,23,66.87,26,0,23,66.87
4755019,27,77.06,18,0,26,77.06
4773476,32,83.8,16,0,31,83.8
3770061,33,70.9,26,0,32,70.9
4530784,27,70.69,15,0,26,70.69
3531495,30,83.87,24,0,29,83.87
4192280,41,63.66,12,0,40,63.66
4662120,26,75.65,15,0,26,75.65
4033658,29,63.06,14,0,28,63.06
3706840,20,70.67,22,0,20,70.67
4884571,48,73.1,18,0,47,73.1
4423327,23,72.31,10,0,23,72.31
4954174,21,76.36,14,0,21,76.36
4255154,38,66.74,20,0,37,66.74
4433159,31,81.8,12,0,30,81.8
3900988,35,71.17,17,0,34,71.17
4531918,26,75.14,21,0,26,75.14
4884427,20,75.7,17,0,20,75.7
5434449,35,75.5,15,0,34,75.5
4027634,34,72.77,9,0,33,72.77
5438731,38,62.21,21,0,37,62.21
3476584,41,83.18,22,0,40,83.18
3170371,23,65.93,14,0,23,65.93
3743337,27,69.74,16,0,26,69.74
3959381,24,68.8,23,0,24,68.8
3552497,31,75.4,10,0,30,75.4
5070353,39,85.49,18,0,38,85.49
5191723,25,75.27,11,0,25,75.27
3493493,34,72.38,25,0,33,72.38
4450358,23,77.24,24,0,23,77.24
5175617,25,67.88,12,0,25,67.88
4472173,52,83.41,12,0,51,83.41
3264807,36,70.46,15,0,35,70.46
3838669,28,75.81,17,0,27,75.81
3456103,35,70.78,8,0,34,70.78
4338079,24,66.44,21,0,24,66.44
4984668,35,93.88,14,0,34,93.88
3228827,33,75.56,19,0,32,75.56
5154795,33,64.02,15,0,32,64.02
3910044,34,60.52,23,0,33,60.52
5104530,28,77.26,28,0,27,77.26
4767730,35,78,21,0,34,78
4765398,35,63.83,18,0,34,63.83
4231260,26,68.35,20,0,26,68.35
5138380,33,75.14,16,0,32,75.14
4412429,21,82.58,15,0,21,82.58
3273627,27,85.47,16,0,26,85.47
5300789,19,75.88,20,0,19,75.88
3824894,28,77.17,26,0,27,77.17
4739642,24,86.26,15,0,24,86.26
3440690,29,82.49,14,0,28,82.49
3250777,35,73.81,16,0,34,73.81
5107803,32,81.08,16,0,31,81.08
4586191,26,84.16,21,0,26,84.16
5212974,30,68.25,12,0,29,68.25
4398001,20,78.11,20,0,20,78.11
5184934,32,86.3,20,0,31,86.3
4790990,31,62.29,16,0,30,62.29
4075151,29,73.33,13,0,28,73.33
3202955,36,71.4,18,0,35,71.4
4782918,30,83.56,18,0,29,83.56
3589278,37,73.42,21,0,36,73.42
4076481,28,77.92,16,0,27,77.92
4771396,29,67.96,21,0,28,67.96
5067719,27,84.01,23,0,26,84.01
3677303,29,73.11,10,0,28,73.11
5086193,25,78.82,24,0,25,78.82
5485273,30,77.58,17,0,29,77.58
5410863,42,85.06,21,0,41,85.06
5305686,22,81.33,13,0,22,81.33
5299794,30,68.63,12,0,29,68.63
4658271,24,73.77,14,0,24,73.77
5447737,28,64.11,13,0,27,64.11
4355114,34,79.15,22,0,33,79.15
3060164,33,90.62,17,0,32,90.62
4548789,34,70.82,13,0,33,70.82
5453587,43,61.57,16,0,42,61.57
3910920,30,69.74,15,0,29,69.74
3521384,23,77.86,18,0,23,77.86
4800357,26,80.61,17,0,26,80.61
4557411,23,85.37,16,0,23,85.37
3822866,31,69.93,9,0,30,69.93
4267635,41,77.08,21,0,40,77.08
4092956,29,87.55,15,0,28,87.55
3420898,26,80.9,15,0,26,80.9
3511092,23,75.02,21,0,23,75.02
3411730,29,73.37,15,0,28,73.37
4364163,34,75.32,16,0,33,75.32
3909391,29,78.5,13,0,28,78.5
4602374,31,78.82,18,0,30,78.82
5258537,24,91.16,17,0,24,91.16
5282688,31,66.73,18,0,30,66.73
3349389,24,65.89,22,0,24,65.89
4801759,28,69.68,17,0,27,69.68
5289769,31,73.23,14,0,30,73.23
5114327,30,77.86,17,0,29,77.86
3823433,28,72.93,14,0,27,72.93
4246841,25,77.25,10,0,25,77.25
5458622,29,70.51,14,0,28,70.51
4875623,36,85.2,22,0,35,85.2
3122484,37,65.01,12,0,36,65.01
3573258,36,79.3,14,0,35,79.3
3270063,34,76.06,17,0,33,76.06
4107246,32,84.38,14,0,31,84.38
3923006,22,59.9,21,0,22,59.9
4818649,24,68.45,21,0,24,68.45
5470445,28,75.03,17,0,27,75.03
5332228,30,80.32,12,0,29,80.32
4933353,19,75.02,18,0,19,75.02
4126869,32,76.39,14,0,31,76.39
3772169,24,91.53,20,0,24,91.53
5474184,31,70.82,13,0,30,70.82
4907007,27,76.72,16,0,26,76.72
5195802,24,73.94,12,0,24,73.94
3147075,26,73.47,18,0,26,73.47
4718284,34,69.16,15,0,33,69.16
3711700,37,80.59,20,0,36,80.59
4729914,29,65.05,25,0,28,65.05
4576267,28,66.06,18,0,27,66.06
4829431,34,71.09,15,0,33,71.09
5352480,37,81.19,16,0,36,81.19
3293865,32,69.83,9,0,31,69.83
4436560,29,79.75,17,0,28,79.75
5482790,36,79.88,16,0,35,79.88
3890797,35,88.91,20,0,34,88.91
3850749,26,70.75,19,0,26,70.75
5118016,39,90.2,16,0,38,90.2
5126229,32,73.66,21,0,31,73.66
5059619,37,79.28,17,0,36,79.28
4780301,29,79.47,21,0,28,79.47
4250095,25,77.4,15,0,25,77.4
3044492,38,96.73,15,0,37,96.73
4845429,29,86.61,15,0,28,86.61
4462369,23,86.29,14,0,23,86.29
3341073,28,70.91,16,0,27,70.91
4068423,38,83.23,10,0,37,83.23
3498000,39,79.58,10,0,38,79.58
3433015,33,73.26,16,0,32,73.26
4134053,32,76.34,16,0,31,76.34
5379730,26,84.27,15,0,26,84.27
4200233,33,69.6,24,0,32,69.6
4134410,27,69.66,13,0,26,69.66
3884357,27,73.33,9,0,26,73.33
5296888,30,78.24,19,0,29,78.24
5173932,29,76.05,19,0,28,76.05
3075420,27,82.65,11,0,26,82.65
4920292,31,76.15,22,0,30,76.15
4121249,34,77.4,18,0,33,77.4
4314647,35,71.26,15,0,34,71.26
5253830,37,69.16,11,0,36,69.16
5435634,40,81.4,18,0,39,81.4
3772319,26,80.35,23,0,26,80.35
3175165,30,86.89,16,0,29,86.89
4427251,16,82.51,19,0,16,82.51
4507377,34,77.31,15,0,33,77.31
3415479,24,78.83,23,0,24,78.83
3580708,27,59.33,12,0,26,59.33
3650133,39,75.54,12,0,38,75.54
3164199,26,75.67,13,0,26,75.67
3190845,37,67.87,17,0,36,67.87
4091531,33,79.58,21,0,32,79.58
3230264,32,75.43,19,0,31,75.43
3078261,29,68.34,18,0,28,68.34
4058033,28,82.02,14,0,27,82.02
4253756,27,79.94,15,0,26,79.94
3860681,34,72.86,18,0,33,72.86
3950987,24,84.71,15,0,24,84.71
3233228,33,72.34,24,0,32,72.34
4988846,30,82.14,10,0,29,82.14
5358719,34,74.22,18,0,33,74.22
5290752,19,83.29,19,0,19,83.29
4196848,35,69.82,20,0,34,69.82
3594153,29,92.76,18,0,28,92.76
5210449,28,81.8,17,0,27,81.8
4980888,28,74.31,16,0,27,74.31
4687700,28,80.79,21,0,27,80.79
4134589,31,76.53,21,0,30,76.53
5204980,34,68.38,17,0,33,68.38
3484291,25,69.82,15,0,25,69.82
5010117,29,72.61,22,0,28,72.61
4898124,33,70.69,8,0,32,70.69
4815927,36,75.9,18,0,35,75.9
3949190,27,65.56,22,0,26,65.56
3347065,23,76.16,16,0,23,76.16
3098922,22,72.56,17,0,22,72.56
5332267,45,77.05,18,0,44,77.05
5446585,26,78.71,13,0,26,78.71
3238065,32,73.23,21,0,31,73.23
3592353,29,85.61,26,0,28,85.61
3367313,33,73.82,21,0,32,73.82
4452803,34,74.49,13,0,33,74.49
3066122,24,75.79,15,0,24,75.79
5171831,26,69.53,16,0,26,69.53
4622129,38,72.22,20,0,37,72.22
3079528,24,79.47,14,0,24,79.47
3822426,45,73.48,14,0,44,73.48
3624465,34,80.58,21,0,33,80.58
3991367,24,75.76,9,0,24,75.76
4734917,37,80.08,18,0,36,80.08
5481309,23,87.16,22,0,23,87.16
5216433,30,88.65,16,0,29,88.65
5455044,37,84.87,15,0,36,84.87
4975268,24,64.38,20,0,24,64.38
3441728,19,87.97,25,0,19,87.97
4290533,28,78.48,24,0,27,78.48
4097497,29,78.06,12,0,28,78.06
5052201,28,72.86,10,0,27,72.86
3661321,33,85.17,21,0,32,85.17
4766194,36,79.17,20,0,35,79.17
3735395,31,78.67,21,0,30,78.67
3801905,32,88.16,18,0,31,88.16
4897518,36,74.84,12,0,35,74.84
4362652,33,57.53,22,0,32,57.53
4390771,24,80.12,19,0,24,80.12
4826369,34,82.29,14,0,33,82.29
5378816,31,83.38,15,0,30,83.38
4465625,35,87.92,13,0,34,87.92
5133259,29,72.23,16,0,28,72.23
5155537,32,69.61,16,0,31,69.61
4280779,26,88.94,15,0,26,88.94
3279111,30,80.35,19,0,29,80.35
4976620,26,83.35,23,0,26,83.35
3633044,36,67.71,14,0,35,67.71
5061504,22,62.55,11,0,22,62.55
4482485,29,77.28,18,0,28,77.28
3130588,24,64.53,22,0,24,64.53
4530542,33,62.41,12,0,32,62.41
5341624,37,77.19,19,0,36,77.19
3455431,32,72.82,24,0,31,72.82
3890561,32,69.21,14,0,31,69.21
3226119,30,71.76,16,0,29,71.76
3820095,37,86.97,12,0,36,86.97
3600242,37,75.24,16,0,36,75.24
5346342,26,75.34,29,0,26,75.34
4075647,27,80.32,15,0,26,80.32
3226360,28,61.04,21,0,27,61.04
5058695,33,70.94,17,0,32,70.94
5408464,22,66.52,16,0,22,66.52
5148639,23,84.56,25,0,23,84.56
3837364,31,66.23,14,0,30,66.23
4900849,26,76.93,13,0,26,76.93
4713004,27,65.39,13,0,26,65.39
3721146,26,77.51,17,0,26,77.51
5276355,40,80.59,7,0,39,80.59
4348087,29,66.54,12,0,28,66.54
3626154,21,82.24,21,0,21,82.24
3292544,34,74.89,16,0,33,74.89
3699546,34,73.98,15,0,33,73.98
3699269,26,67.13,17,0,26,67.13
4014347,35,73.9,19,0,34,73.9
4136712,28,79.03,15,0,27,79.03
4501573,26,66.78,16,0,26,66.78
4533608,41,76.06,15,0,40,76.06
4946176,31,78.81,15,0,30,78.81
3291460,29,76,21,0,28,76
4715810,25,77.31,23,0,25,77.31
4676458,28,69.4,17,0,27,69.4
5175331,29,76.65,20,0,28,76.65
5206468,30,78.68,21,0,29,78.68
4199667,30,62.15,19,0,29,62.15
3026091,37,83.22,13,0,36,83.22
3410434,30,75.08,10,0,29,75.08
3597229,21,84.5,22,0,21,84.5
3925017,26,79.97,15,0,26,79.97
3107535,23,74.15,15,0,23,74.15
3112861,30,69.74,21,0,29,69.74
4005456,34,82.62,15,0,33,82.62
3139855,33,80.26,21,0,32,80.26
3451672,29,83.97,17,0,28,83.97
5160642,46,68.11,13,0,45,68.11
4861407,29,65.94,19,0,28,65.94
4105880,37,64.37,19,0,36,64.37
3569711,35,78.16,12,0,34,78.16
4290935,36,86.07,16,0,35,86.07
3543935,22,72.08,22,0,22,72.08
4008690,33,76.69,14,0,32,76.69
3552485,35,75.26,13,0,34,75.26
4617735,31,71.2,18,0,30,71.2
3719427,22,74.76,23,0,22,74.76
5374840,30,74.38,15,0,29,74.38
5308928,31,74.22,14,0,30,74.22
5146543,27,68.59,19,0,26,68.59
3428488,25,66.49,18,0,25,66.49
3795893,30,85.01,19,0,29,85.01
4334184,24,83.91,20,0,24,83.91
3920539,31,79.06,17,0,30,79.06
4423253,31,81.33,20,0,30,81.33
3711076,24,66.34,15,0,24,66.34
5306520,35,69.02,13,0,34,69.02
4332139,28,78.31,17,0,27,78.31
3778595,40,67.81,18,0,39,67.81
3031121,29,82.34,14,0,28,82.34
4455235,29,68.53,13,0,28,68.53
5489637,30,78.77,23,0,29,78.77
4793383,22,74.79,13,0,22,74.79
5485593,36,58.38,11,0,35,58.38
3208197,23,60.7,30,0,23,60.7
4008117,30,70.86,21,0,29,70.86
4019359,23,73.78,17,0,23,73.78
3200681,34,78.49,15,0,33,78.49
5337077,36,75.55,18,0,35,75.55
3298279,28,91.21,16,0,27,91.21
3481427,27,72.53,24,0,26,72.53
3223188,29,67.65,18,0,28,67.65
3977444,34,59.17,15,0,33,59.17
3967619,34,83.8,14,0,33,83.8
4027621,29,69.5,12,0,28,69.5
4930445,31,75.8,19,0,30,75.8
3113609,31,69.86,12,0,30,69.86
4661020,23,71.82,20,0,23,71.82
3096204,23,69.04,12,0,23,69.04
4266267,26,79.19,15,0,26,79.19
3246441,29,87.74,10,0,28,87.74
4920997,29,82.31,17,0,28,82.31
3402682,34,77.71,18,0,33,77.71
5399848,34,79.56,13,0,33,79.56
4202997,35,83.91,12,0,34,83.91
3719334,31,84.09,17,0,30,84.09
3819054,33,80.46,18,0,32,80.46
4132111,27,66.71,21,0,26,66.71
4103243,30,75.08,9,0,29,75.08
3396637,33,77.88,17,0,32,77.88
4232623,28,64.72,9,0,27,64.72
3964925,24,75.35,16,0,24,75.35
5359172,34,78.02,17,0,33,78.02
5351212,32,75.79,21,0,31,75.79
3400947,28,67.48,11,0,27,67.48
5151720,31,86.13,14,0,30,86.13
4973896,28,78.68,13,0,27,78.68
4151275,29,59.72,16,0,28,59.72
4126712,41,68.82,20,0,40,68.82
4996886,25,66.97,14,0,25,66.97
3477585,19,72.98,16,0,19,72.98
4969884,34,80.72,17,0,33,80.72
3270739,29,59.92,20,0,28,59.92
3861750,34,72.28,13,0,33,72.28
3013872,32,80.92,17,0,31,80.92
4173705,22,75.84,18,0,22,75.84
5445523,23,80.93,20,0,23,80.93
4517052,26,73.03,16,0,26,73.03
5444291,32,64.5,14,0,31,64.5
3938936,27,60.57,13,0,26,60.57
3879173,33,77.62,24,0,32,77.62
3185065,31,89.19,8,0,30,89.19
3198731,27,75.99,11,0,26,75.99
4886959,25,84.5,20,0,25,84.5
4299767,32,78.41,28,0,31,78.41
4115116,34,71.12,21,0,33,71.12
3486460,28,74.38,17,0,27,74.38
3802901,31,68.28,18,0,30,68.28
4143902,33,76.78,18,0,32,76.78
5255745,21,73.71,27,0,21,73.71
5304966,25,80.01,14,0,25,80.01
4596813,24,94.04,23,0,24,94.04
4052065,27,82.95,23,0,26,82.95
5326384,36,68.94,21,0,35,68.94
3503413,36,83.92,19,0,35,83.92
4905503,29,77.61,15,0,28,77.61
5199312,29,74.37,18,0,28,74.37
3957411,34,60.84,22,0,33,60.84
3266822,35,69.94,17,0,34,69.94
3805658,41,69.11,17,0,40,69.11
3736011,28,80.25,7,0,27,80.25
4151282,23,81.87,18,0,23,81.87
3447489,36,64.06,24,0,35,64.06
4745915,31,73.78,15,0,30,73.78
4866302,32,78.13,19,0,31,78.13
3143912,17,72.76,15,0,17,72.76
4434890,28,81.34,19,0,27,81.34
5227652,20,85.82,16,0,20,85.82
3183863,33,77.61,17,0,32,77.61
3825575,34,70.48,20,0,33,70.48
4584413,26,71.34,17,0,26,71.34
5183549,26,75.73,17,0,26,75.73
3772737,41,70.82,16,0,40,70.82
3181621,25,70.44,15,0,25,70.44
4387838,21,80.34,17,0,21,80.34
4677135,27,72.24,26,0,26,72.24
3104498,37,83.47,20,0,36,83.47
4634121,37,76.06,20,0,36,76.06
4454990,34,78.46,17,0,33,78.46
4235483,38,77.63,13,0,37,77.63
4378730,22,64.39,21,0,22,64.39
4412541,24,75.6,13,0,24,75.6
3237117,31,80.28,24,0,30,80.28
3025261,26,74.85,18,0,26,74.85
3329926,28,74.41,17,0,27,74.41
3615995,25,74.61,22,0,25,74.61
4658710,34,69.4,19,0,33,69.4
3774397,33,77.25,12,0,32,77.25
3032115,28,75.57,10,0,27,75.57
4108149,29,73.14,17,0,28,73.14
5037327,32,58.69,18,0,31,58.69
3125644,39,60.28,18,0,38,60.28
3820381,38,62.32,19,0,37,62.32
4134512,37,81.83,22,0,36,81.83
5258710,32,73.6,11,0,31,73.6
3191994,28,81.23,26,0,27,81.23
3580886,39,88.17,9,0,38,88.17
3966086,29,78.89,14,0,28,78.89
4001683,27,76.66,15,0,26,76.66
3082268,32,77.36,18,0,31,77.36
4922174,31,64.03,23,0,30,64.03
3136636,31,75.75,12,0,30,75.75
4676977,30,68.26,21,0,29,68.26
3193164,26,76.32,17,0,26,76.32
3529974,27,91.12,15,0,26,91.12
3558304,31,76.63,19,0,30,76.63
4717577,27,80.53,22,0,26,80.53
4290764,33,80.3,18,0,32,80.3
4491367,47,81.91,17,0,46,81.91
3625965,27,73.98,20,0,26,73.98
5436920,23,72.55,17,0,23,72.55
5415920,30,60.04,15,0,29,60.04
3181441,31,84.06,17,0,30,84.06
3928382,31,71.17,23,0,30,71.17
5407217,31,71.5,19,0,30,71.5
3032546,32,65.99,11,0,31,65.99
5404510,22,82.03,22,0,22,82.03
5363092,29,80.86,15,0,28,80.86
5054931,30,72.54,18,0,29,72.54
4411741,30,75.58,23,0,29,75.58
4736388,25,71.73,18,0,25,71.73
3592454,32,87.68,24,0,31,87.68
4207492,27,77.31,16,0,26,77.31
4764766,25,85.46,20,0,25,85.46
3820061,30,77.53,16,0,29,77.53
3708682,23,70.66,14,0,23,70.66
4659945,35,90.55,16,0,34,90.55
5258054,31,69.62,16,0,30,69.62
4547786,42,74.27,21,0,41,74.27
3260613,36,69.1,17,0,35,69.1
3858000,35,79.09,17,0,34,79.09
3733996,27,62.67,19,0,26,62.67
4327660,39,65.63,15,0,38,65.63
4398715,32,74.98,14,0,31,74.98
4786487,40,73.42,16,0,39,73.42
4612729,24,81.58,16,0,24,81.58
3386309,24,68.72,23,0,24,68.72
3590163,33,64.43,25,0,32,64.43
4421006,37,81.8,18,0,36,81.8
4078082,29,72.18,11,0,28,72.18
5122175,33,88.63,16,0,32,88.63
4332582,34,67.26,15,0,33,67.26
4628788,32,75.13,16,0,31,75.13
3289355,36,74.09,22,0,35,74.09
4902771,34,86,24,0,33,86
4499384,31,71.17,19,0,30,71.17
3291361,30,72,12,0,29,72
3348094,26,67.3,19,0,26,67.3
3290101,33,71.35,22,0,32,71.35
4520826,32,66.02,13,0,31,66.02
3894473,32,70.36,16,0,31,70.36
5173961,33,73.91,16,0,32,73.91
4395030,41,73.53,14,0,40,73.53
3715052,33,76.5,16,0,32,76.5
3671963,33,68.8,17,0,32,68.8
5169016,28,77.67,11,0,27,77.67
4267211,26,66.86,13,0,26,66.86
3698862,19,70.05,16,0,19,70.05
4483151,30,74.71,11,0,29,74.71
4131712,35,80.91,14,0,34,80.91
4680389,32,79.32,19,0,31,79.32
4338749,35,71.9,19,0,34,71.9
4642503,27,68.31,14,0,26,68.31
4329532,25,67.66,27,0,25,67.66
4355973,39,74.5,23,0,38,74.5
3401980,41,69.17,16,0,40,69.17
4992319,25,89.09,19,0,25,89.09
4839280,30,79.49,10,0,29,79.49
4330959,22,64.78,14,0,22,64.78
4988798,40,78.93,21,0,39,78.93
4079685,36,70.08,17,0,35,70.08
3272553,23,73.83,20,0,23,73.83
4859771,31,69.45,15,0,30,69.45
5433138,34,89.35,11,0,33,89.35
3035267,30,74.89,21,0,29,74.89
4209957,30,77.76,22,0,29,77.76
4927652,28,75.18,11,0,27,75.18
4923594,23,87.97,18,0,23,87.97
4849572,32,83.05,20,0,31,83.05
4392250,25,69.17,27,0,25,69.17
3647809,31,64.09,18,0,30,64.09
3592452,30,73.04,12,0,29,73.04
4783477,29,70.09,18,0,28,70.09
3267045,33,72.55,13,0,32,72.55
3626366,33,62.26,17,0,32,62.26
5161011,34,72.78,11,0,33,72.78
4389775,28,64.81,20,0,27,64.81
3604722,24,72.44,15,0,24,72.44
3292493,23,75.11,13,0,23,75.11
5115860,30,72.23,14,0,29,72.23
4505903,34,62.14,18,0,33,62.14
3616316,23,74.91,20,0,23,74.91
4041083,23,78.29,14,0,23,78.29
4775592,30,72.87,16,0,29,72.87
5445313,27,71.09,13,0,26,71.09
4193284,34,70.68,16,0,33,70.68
3892903,23,85.62,17,0,23,85.62
3071877,31,80.92,22,0,30,80.92
4902303,24,77.3,15,0,24,77.3
5041031,20,78.92,22,0,20,78.92
3140975,28,74.64,12,0,27,74.64
5124754,33,73.48,17,0,32,73.48
5353283,26,74.39,17,0,26,74.39
4640289,31,72.03,12,0,30,72.03
3838566,31,73.09,11,0,30,73.09
4882613,31,70.73,12,0,30,70.73
4002261,35,72.45,26,0,34,72.45
5385118,19,72.62,12,0,19,72.62
4718505,29,75.42,19,0,28,75.42
3174191,33,73.79,17,0,32,73.79
5282170,23,69.11,16,0,23,69.11
3349970,32,79.93,19,0,31,79.93
4947152,32,73.93,21,0,31,73.93
5093234,26,70.37,18,0,26,70.37
4630196,28,71.62,24,0,27,71.62
3510616,25,64.44,13,0,25,64.44
4306090,37,57.86,17,0,36,57.86
5474736,37,67.88,18,0,36,67.88
5401742,36,75.88,13,0,35,75.88
3197884,29,70.79,21,0,28,70.79
4971802,34,78.07,8,0,33,78.07
3360651,30,80.54,13,0,29,80.54
5455115,33,72.99,16,0,32,72.99
3872960,34,72.28,19,0,33,72.28
4434503,27,80.5,22,0,26,80.5
4442545,29,87.19,21,0,28,87.19
